Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
2/19/2021,I Care a Lot,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,45.716,1937,6.7,en,"Comedy, Crime, Thriller, Drama",https://image.tmdb.org/t/p/original/gKnhEsjNefpKnUdAkn7INzIFLSu.jpg
2/19/2021,Silk Road,"Philosophical twenty-something Ross Ulbricht creates Silk Road, a dark net website that sells drugs, while DEA agent Rick Bowden goes undercover to bring him down.",29.074,128,6.7,en,"Crime, Thriller",https://image.tmdb.org/t/p/original/6KxiEWyIDpz1ikmD7nv3GTX4Uoj.jpg
2/22/2021,Scooby-Doo! The Sword and the Scoob,"An evil sorceress transports the gang back to the age of chivalrous knights, spell-casting wizards, and fire-breathing dragons.",66.218,145,8,en,"Animation, Comedy, Family, Mystery, Adventure, Fantasy",https://image.tmdb.org/t/p/original/sCoG0ibohbPrnyomtzegSuBL40L.jpg
2/23/2021,Pelé,"Against the backdrop of a turbulent era in Brazil, this documentary captures Pelé's extraordinary path from breakthrough talent to national hero. Mixing rare archival footage and exclusive interviews, this documentary celebrates the legendary Brazilian footballer who personified football as art.",23.088,122,7.5,pt,Documentary,https://image.tmdb.org/t/p/original/tX2gco2U4MlKEWwM4UkiIf1C74e.jpg
2/24/2021,Chaos Walking,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",95.011,1632,6.8,en,Science Fiction,https://image.tmdb.org/t/p/original/9kg73Mg8WJKlB9Y2SAJzeDKAnuB.jpg
2/24/2021,Jujutsu Kaisen 0,"Yuta Okkotsu is a nervous high school student who is suffering from a serious problem—his childhood friend Rika has turned into a curse and won't leave him alone. Since Rika is no ordinary curse, his plight is noticed by Satoru Gojo, a teacher at Jujutsu High, a school where fledgling exorcists learn how to combat curses. Gojo convinces Yuta to enroll, but can he learn enough in time to confront the curse that haunts him?",173.575,21,7.8,ja,"Animation, Action, Adventure, Mystery",https://image.tmdb.org/t/p/original/3pTwMUEavTzVOh6yLN0aEwR7uSy.jpg
2/25/2021,A un paso de mí,"Tatiana is a journalist with a routine life in all its aspects and a recently failed love relationship. Motivated by her best friend, she decides to make a stop and travel around Costa Rica to find herself and inner peace.",61.151,48,6.9,es,"Adventure, Comedy, Drama",https://image.tmdb.org/t/p/original/12qaWw3KntFPoOCEJFSCLAuL7rN.jpg
2/25/2021,Come Play With Me,"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",94.605,145,7.1,es,Horror,https://image.tmdb.org/t/p/original/iM5kNvZzcMSmWv7CFTxnTu5zfoa.jpg
2/25/2021,Locked Down,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.",34.146,152,5.4,en,"Comedy, Crime, Drama",https://image.tmdb.org/t/p/original/svHelD0Hb3TXPAQoPsoBwdDMTvf.jpg
2/25/2021,The Penitent Thief,"The story of the two unnamed men who were crucified alongside Jesus and how they came to be beside him on the cross that fateful day. Dismas and his brother Jotham, along with Gestas, another young man who will share their fate, suffer tragedy and injustice at the hands of a band of thieves and a ruthless Roman centurion. Theirs is a story of survival against the odds, but they cannot outrun their destiny.",114.262,5,4.2,en,Drama,https://image.tmdb.org/t/p/original/bkUxZ9sFE7tn0NPRILqZVEPZRF9.jpg
2/26/2021,Billie Eilish: The World's a Little Blurry,"This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life.",13.956,222,8.6,en,"Documentary, Music",https://image.tmdb.org/t/p/original/bDQ95W5LPHW9FHlPj3QX3jvM9Z7.jpg
2/26/2021,Cherry,"Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love, Emily. But after returning from the war with PTSD, his life spirals into drugs and crime as he struggles to find his place in the world.",71.334,907,7.5,en,"Drama, Crime",https://image.tmdb.org/t/p/original/pwDvkDyaHEU9V7cApQhbcSJMG1w.jpg
2/26/2021,Crazy About Her,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",48.978,363,7.2,es,"Comedy, Romance",https://image.tmdb.org/t/p/original/hPBJckYsL1UOsz44InZ2wYJyJTy.jpg
2/26/2021,Crisis,"Three stories about the world of opioids collide: a drug trafficker arranges a multi-cartel Fentanyl smuggling operation between Canada and the U.S., an architect recovering from an OxyContin addiction tracks down the truth behind her son's involvement with narcotics, and a university professor battles unexpected revelations about his research employer, a drug company with deep government influence bringing a new ""non-addictive"" painkiller to market.",63.866,186,6.5,en,"Thriller, Crime, Drama",https://image.tmdb.org/t/p/original/15e2VcMTtk3pqgGlHWxisvygFAw.jpg
2/26/2021,Safer at Home,"Two years into the pandemic, a group of friends throw an online party with a night of games, drinking and drugs. After taking an ecstasy pill, things go terribly wrong and the safety of their home becomes more terrifying than the raging chaos outside.",67.403,101,5.6,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/2mfnSVdDartB6TJ3k7Qyn0zMzKu.jpg
2/26/2021,Soy Luna: The Last Concert,"The ""Soy Luna"" cast bid farewell, live at the legendary Luna Park arena in Buenos Aires. All the intimacy backstage and a look back over the history of the series, from the first rehearsals, the shooting sessions and the tours, down to the final farewell of a series that has left its mark on millions of fans.",23.175,47,8.1,es,"Music, Documentary",https://image.tmdb.org/t/p/original/wKw7suet4zEZFOPul03qBEKriUV.jpg
2/26/2021,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",26.869,1939,8.2,en,Drama,https://image.tmdb.org/t/p/original/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg
2/26/2021,The Girl on the Train,"When a voyeuristic divorcee fixates on the lives of a perfect couple a far, she soon gets embroiled in a murder mystery that unfolds revealing truths about her own life.",20.309,58,5.8,hi,"Drama, Thriller",https://image.tmdb.org/t/p/original/6Zvov912Mm0mrjR5nEGbSujjnGE.jpg
2/26/2021,"Where are you going, Aida?","Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people - rescue or death? Which move should she take?",14.549,152,7.6,sr,"War, Drama",https://image.tmdb.org/t/p/original/qDI0jKg1mFtsfoUnwhH7OX1om1L.jpg
2/27/2021,Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.",127.07,344,8.1,en,"Crime, Thriller",https://image.tmdb.org/t/p/original/qmddUxRwbsxHa7oEXm4PWh1KZe8.jpg
2/28/2021,Phobias,"Five dangerous patients, suffering from extreme phobias at a government testing facility, are put to the ultimate test under the supervision of a crazed doctor and his quest to weaponize fear.",181.527,27,5.4,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/zpecci4IooFiwMVGknhm8Jz2FHo.jpg
3/3/2021,Moxie,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",50.487,610,7.4,en,"Comedy, Drama, Music",https://image.tmdb.org/t/p/original/aLBo1Ca9PggcWY98ItW5ZkdxTuA.jpg
3/3/2021,Raya and the Last Dragon,"Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when an evil force threatened the land, the dragons sacrificed themselves to save humanity. Now, 500 years later, that same evil has returned and it’s up to a lone warrior, Raya, to track down the legendary last dragon to restore the fractured land and its divided people.",277.59,5048,8,en,"Family, Fantasy, Animation, Action, Adventure",https://image.tmdb.org/t/p/original/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg
3/3/2021,The Vault,"When an engineer learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime.",189.579,555,7.1,en,"Crime, Action, Thriller",https://image.tmdb.org/t/p/original/kWhXubAiIcHW0xn5GThflqaKZqh.jpg
3/4/2021,Coming 2 America,"Prince Akeem Joffer is set to become King of Zamunda when he discovers he has a son he never knew about in America – a street savvy Queens native named Lavelle. Honoring his royal father's dying wish to groom this son as the crown prince, Akeem and Semmi set off to America once again.",117.429,1738,6.6,en,Comedy,https://image.tmdb.org/t/p/original/nWBPLkqNApY5pgrJFMiI9joSI30.jpg
3/4/2021,Souvenir,"The enigmatic Isabel decides to rent her belly to give birth to the baby of Sara and Joaquin, a possessive couple obsessed with the idea of starting a family.",29.805,28,6.6,es,Drama,https://image.tmdb.org/t/p/original/33dxxU2Z6eQM6VU7QPN8lZM5o9a.jpg
3/5/2021,Dreamcatcher,"The film centers on two estranged sisters who, along with their friends, become entrenched in a 48 hour whirlwind of violence after a traumatic experience at an underground music festival.",80.948,81,6.2,en,"Horror, Mystery, Thriller",https://image.tmdb.org/t/p/original/3CF743g2BpC8r3mCVV9gSX2yQBj.jpg
3/5/2021,Sentinelle,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",80.047,478,5.9,fr,"Thriller, Action, Drama",https://image.tmdb.org/t/p/original/jt9NNFFAjvMouzHt06U3uANBpUm.jpg
3/6/2021,American Badger,"A seemingly cold-blooded hitman is assigned to befriend a call girl, but all hell breaks loose when he is assigned to kill her.",147.77,26,5.9,en,Action,https://image.tmdb.org/t/p/original/xoNWf2GnEF87a8SbpB1NvhX2zr0.jpg
3/8/2021,Evangelion: 3.0+1.0 Thrice Upon a Time,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka, and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each of them live a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",147.761,468,8.5,ja,"Animation, Action, Science Fiction, Drama",https://image.tmdb.org/t/p/original/md5wZRRj8biHrGtyitgBZo7674t.jpg
3/11/2021,Stay Out of the Attic,"A diverse group of ex-cons-turned-movers are convinced by their creepy client, Vern Muller, to pull an all-nighter for a generous pay bump.  As the night progresses and rooms are cleared, they slowly uncover the horrors that exist inside his old Victorian mansion, which include boobytraps, human experimentation, Nazi monsters and more. Will they survive the night?",72.545,54,5.8,en,Horror,https://image.tmdb.org/t/p/original/kEKQjLYZiIy78eEiMrtBfqSm3LU.jpg
3/12/2021,Cosmic Sin,"In the year 2524, four centuries after humans started colonizing the outer planets, retired General James Ford gets called back into service when a hostile alien fleet attacks soldiers on a remote planet. The threat against mankind soon escalates into an interstellar war as Ford and a team of elite soldiers try to stop the imminent attack before it's too late.",138.799,420,4.2,en,"Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/6Wm7P6y22UZA40QuPYHyWyJ6leI.jpg
3/12/2021,Dark Web: Cicada 3301,"Genius hacker Connor discovers Cicada 3301, an online treasure hunt that could be a recruiting tool for a secret society. Soon Conner, art-expert friend Avi, and secretive librarian Gwen are dashing from graffiti sites to ancient libraries to uncover real-world clues. But they must outrun aggressive NSA agents, also hot on the trail of Cicada, who want the glory for themselves.",14.972,70,6.4,en,"Thriller, Action, Comedy",https://image.tmdb.org/t/p/original/tJlLfuvIBBn5aFoyW1IQWeFHl6v.jpg
3/12/2021,Paper Lives,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",23.45,277,8.2,tr,Drama,https://image.tmdb.org/t/p/original/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg
3/12/2021,Sweat,"Three days in the life of fitness motivator Sylwia Zając, whose presence on social media has made her a celebrity. Although she has hundreds of thousands of followers, is surrounded by loyal employees and admired by acquaintances, she is looking for true intimacy.",33.117,28,6.8,pl,"Drama, Thriller",https://image.tmdb.org/t/p/original/w14VAFlUKl3rCx6P8AHhkqowIeT.jpg
